,name,count,func
18538,dtakahas,2,pathlib.Path.touch
18539,dtakahas,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_dict
18540,dtakahas,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.typescript_type
18541,dtakahas,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.from_dict
18542,dtakahas,2,str.upper
18543,dtakahas,2,pathlib.Path.read_text
18544,dtakahas,2,PIL.Image.Image.save
18545,dtakahas,2,requests.models.Response.text
18546,dtakahas,2,typing.IO.flush
18547,dtakahas,2,typing.IO.write
18548,dtakahas,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered
18549,dtakahas,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__
18550,dtakahas,2,int.__floordiv__
18551,dtakahas,2,autogpts.autogpt.autogpt.agents.utils.exceptions.AgentException.__init__
18552,hooking-software,2,datetime.datetime.utcnow
18553,hooking-software,2,set.update
18554,hooking-software,2,typing.MutableSequence.clear
18555,hooking-software,2,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.name_to_nodeids
18556,hooking-software,2,set.add
18557,hooking-software,2,typing.MutableMapping.setdefault
18558,hooking-software,2,float.__lt__
18559,hooking-software,2,numpy._ArrayOrScalarCommon.tolist
18560,hooking-software,2,float.__neg__
18561,hooking-software,2,zip.__next__
18562,hooking-software,2,matplotlib.text.Text.get_position
18563,hooking-software,2,matplotlib.text.Text.set_position
18564,hooking-software,2,zip.__new__
18565,hooking-software,2,os.DirEntry.is_dir
18566,hooking-software,2,os.DirEntry.path
18567,hooking-software,2,collections.deque.__init__
18568,hooking-software,2,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.all_ships_placed
18569,hooking-software,2,argparse.ArgumentParser.__init__
18570,hooking-software,2,argparse.ArgumentParser.parse_args
18571,hooking-software,2,unittest.case.TestCase.assertRaises
18572,hooking-software,2,unittest.case._AssertRaisesContext.__enter__
18573,hooking-software,2,float.__abs__
18574,hooking-software,2,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_from_settings
18575,hooking-software,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.sanitize_for_serialization
18576,hooking-software,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize
18577,hooking-software,2,autogpts.forge.forge.sdk.workspace.LocalWorkspace.write
18578,hooking-software,2,logging.handlers.QueueHandler.__init__
18579,hooking-software,2,logging.Logger.__init__
18580,hooking-software,2,logging.Formatter.format
18581,hooking-software,2,sqlalchemy.sql.operators.ColumnOperators.__eq__
18582,hooking-software,2,autogpts.forge.forge.sdk.db.AgentDB.get_step
18583,hooking-software,2,sqlalchemy.orm.query.Query.options
18584,hooking-software,2,logging.Logger.warning
18585,hooking-software,2,urllib.parse._NetlocResultMixinBase.hostname
18586,hooking-software,2,PIL.Image.Image.__enter__
18587,hooking-software,2,zipfile.ZipFile.__init__
18588,hooking-software,2,zipfile.ZipFile.namelist
18589,hooking-software,2,pathlib.Path.glob
18590,hooking-software,2,zipfile.ZipFile.__enter__
18591,hooking-software,2,logging.FileHandler.__init__
18592,hooking-software,2,pathlib.PurePath.joinpath
18593,hooking-software,2,list.__setitem__
18594,hooking-software,2,autogpts.autogpt.autogpt.models.context_item.FolderContextItem.path
18595,hooking-software,2,pathlib.PurePath.name
18596,hooking-software,2,int.__neg__
18597,hooking-software,2,autogpts.autogpt.autogpt.models.action_history.Action.format_call
18598,hooking-software,2,logging.Logger.log
18599,hooking-software,2,logging.Filter.__init__
18600,hooking-software,2,logging.Filterer.addFilter
18601,hooking-software,2,float.__pow__
18602,hooking-software,2,pathlib.Path.touch
18603,hooking-software,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_dict
18604,hooking-software,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.from_dict
18605,hooking-software,2,str.upper
18606,hooking-software,2,pathlib.Path.read_text
18607,hooking-software,2,PIL.Image.Image.save
18608,hooking-software,2,requests.models.Response.text
18609,hooking-software,2,typing.IO.flush
18610,hooking-software,2,typing.IO.write
18611,hooking-software,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.add
18612,hooking-software,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered
18613,hooking-software,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.construct_base_prompt
18614,hooking-software,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__
18615,taylor-ennen,2,datetime.datetime.utcnow
18616,taylor-ennen,2,set.update
18617,taylor-ennen,2,typing.MutableSequence.clear
18618,taylor-ennen,2,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.name_to_nodeids
18619,taylor-ennen,2,set.__sub__
18620,taylor-ennen,2,typing.MutableMapping.setdefault
18621,taylor-ennen,2,float.__lt__
18622,taylor-ennen,2,numpy._ArrayOrScalarCommon.tolist
18623,taylor-ennen,2,float.__neg__
18624,taylor-ennen,2,zip.__next__
18625,taylor-ennen,2,matplotlib.text.Text.get_position
18626,taylor-ennen,2,matplotlib.text.Text.set_position
18627,taylor-ennen,2,zip.__new__
18628,taylor-ennen,2,os.DirEntry.is_dir
18629,taylor-ennen,2,os.DirEntry.path
18630,taylor-ennen,2,collections.deque.__init__
18631,taylor-ennen,2,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.all_ships_placed
18632,taylor-ennen,2,argparse.ArgumentParser.__init__
18633,taylor-ennen,2,argparse.ArgumentParser.parse_args
18634,taylor-ennen,2,unittest.case.TestCase.assertRaises
18635,taylor-ennen,2,unittest.case._AssertRaisesContext.__enter__
18636,taylor-ennen,2,float.__abs__
18637,taylor-ennen,2,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_from_settings
18638,taylor-ennen,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.sanitize_for_serialization
18639,taylor-ennen,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize
18640,taylor-ennen,2,bytes.__eq__
18641,taylor-ennen,2,autogpts.forge.forge.sdk.workspace.LocalWorkspace.write
18642,taylor-ennen,2,logging.Logger.isEnabledFor
18643,taylor-ennen,2,logging.Logger._log
18644,taylor-ennen,2,sqlite3.dbapi2.Cursor.fetchone
18645,taylor-ennen,2,sqlite3.dbapi2.Cursor.execute
18646,taylor-ennen,2,sqlite3.dbapi2.Connection.cursor
18647,taylor-ennen,2,autogpts.forge.forge.sdk.db.AgentDB.get_step
18648,taylor-ennen,2,sqlalchemy.orm.query.Query.filter
18649,taylor-ennen,2,sqlalchemy.orm.session.Session.close
18650,taylor-ennen,2,sqlalchemy.orm.session.sessionmaker.__init__
18651,taylor-ennen,2,bytes.__add__
18652,taylor-ennen,2,types.MappingProxyType.keys
18653,taylor-ennen,2,inspect.Signature.parameters
18654,taylor-ennen,2,set.add
18655,taylor-ennen,2,urllib.parse._NetlocResultMixinBase.hostname
18656,taylor-ennen,2,PIL.Image.Image.__enter__
18657,taylor-ennen,2,zipfile.ZipFile.__init__
18658,taylor-ennen,2,zipfile.ZipFile.namelist
18659,taylor-ennen,2,pathlib.Path.glob
18660,taylor-ennen,2,zipfile.ZipFile.__enter__
18661,taylor-ennen,2,logging.FileHandler.__init__
18662,taylor-ennen,2,pathlib.PurePath.joinpath
18663,taylor-ennen,2,list.__setitem__
18664,taylor-ennen,2,autogpts.autogpt.autogpt.models.context_item.FolderContextItem.path
18665,taylor-ennen,2,pathlib.PurePath.name
18666,taylor-ennen,2,int.__neg__
18667,taylor-ennen,2,autogpts.autogpt.autogpt.models.action_history.Action.format_call
18668,taylor-ennen,2,logging.Logger.log
18669,taylor-ennen,2,logging.Filter.__init__
18670,taylor-ennen,2,logging.Filterer.addFilter
18671,taylor-ennen,2,float.__pow__
18672,taylor-ennen,2,pathlib.Path.touch
18673,taylor-ennen,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_dict
18674,taylor-ennen,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.typescript_type
18675,taylor-ennen,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.from_dict
18676,taylor-ennen,2,str.upper
18677,taylor-ennen,2,pathlib.Path.read_text
18678,taylor-ennen,2,PIL.Image.Image.save
18679,taylor-ennen,2,requests.models.Response.text
18680,taylor-ennen,2,typing.IO.flush
18681,taylor-ennen,2,typing.IO.write
18682,taylor-ennen,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered
18683,taylor-ennen,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__
18684,taylor-ennen,2,int.__floordiv__
18685,taylor-ennen,2,autogpts.autogpt.autogpt.agents.utils.exceptions.AgentException.__init__
18686,taylor-ennen,2,autogpts.AutoHoneyComber.forge.sdk.workspace.LocalWorkspace.write
18687,taylor-ennen,2,autogpts.AutoHoneyComber.forge.sdk.db.AgentDB.get_step
18688,Auto-GPT-chat-gpt-prompts,2,autogpt.promptgenerator.PromptGenerator.generate_prompt_string
18689,Auto-GPT-chat-gpt-prompts,2,str.lower
18690,Auto-GPT-chat-gpt-prompts,2,autogpt.promptgenerator.PromptGenerator.__init__
18691,Auto-GPT-chat-gpt-prompts,2,autogpt.config.config.Config.set_speak_mode
18692,Auto-GPT-chat-gpt-prompts,2,autogpt.config.config.Config.set_smart_llm_model
18693,Auto-GPT-chat-gpt-prompts,2,autogpt.config.config.Config.set_fast_llm_model
18694,Auto-GPT-chat-gpt-prompts,2,autogpt.config.config.Config.set_debug_mode
18695,Auto-GPT-chat-gpt-prompts,2,autogpt.config.config.Config.set_continuous_mode
18696,Auto-GPT-chat-gpt-prompts,2,subprocess.Popen.communicate
18697,Auto-GPT-chat-gpt-prompts,2,subprocess.Popen.__init__
18698,Auto-GPT-chat-gpt-prompts,2,type.__init__
18699,Auto-GPT-chat-gpt-prompts,2,autogpt.memory.milvus.MilvusMemory.get
18700,Auto-GPT-chat-gpt-prompts,2,autogpt.memory.weaviate.WeaviateMemory.get_stats
18701,Auto-GPT-chat-gpt-prompts,2,argparse.ArgumentParser.__init__
18702,Auto-GPT-chat-gpt-prompts,2,argparse.ArgumentParser.parse_args
18703,Auto-GPT-chat-gpt-prompts,2,bytes.decode
18704,Auto-GPT-chat-gpt-prompts,2,str.count
18705,Auto-GPT-chat-gpt-prompts,2,autogpt.logs.Logger.warn
18706,Auto-GPT-chat-gpt-prompts,2,threading.Thread.start
18707,Auto-GPT-chat-gpt-prompts,2,threading.Thread.__init__
18708,Auto-GPT-chat-gpt-prompts,2,set.__contains__
18709,Auto-GPT-chat-gpt-prompts,2,typing.Mapping.__contains__
18710,Auto-GPT-chat-gpt-prompts,2,float.__mul__
18711,Auto-GPT-chat-gpt-prompts,2,list.__init__
18712,Auto-GPT-chat-gpt-prompts,2,int.__le__
18713,Auto-GPT-chat-gpt-prompts,2,autogpt.memory.weaviate.WeaviateMemory._create_schema
18714,Auto-GPT-chat-gpt-prompts,2,numpy._ArrayOrScalarCommon.tobytes
18715,Auto-GPT-chat-gpt-prompts,2,numpy.ndarray.__getitem__
18716,Auto-GPT-chat-gpt-prompts,2,autogpt.memory.local.CacheContent.__init__
18717,Auto-GPT-chat-gpt-prompts,2,io.BufferedIOBase.read
18718,Auto-GPT-chat-gpt-prompts,2,re.Pattern.sub
18719,Auto-GPT-chat-gpt-prompts,2,logging.Handler.handleError
18720,Auto-GPT-chat-gpt-prompts,2,int.__lt__
18721,Auto-GPT-chat-gpt-prompts,2,logging.Handler.format
18722,Auto-GPT-chat-gpt-prompts,2,logging.StreamHandler.__init__
18723,Auto-GPT-chat-gpt-prompts,2,int.__pow__
18724,Auto-GPT-chat-gpt-prompts,2,re.Match.__getitem__
18725,Auto-GPT-chat-gpt-prompts,2,contextlib.suppress.__init__
18726,Auto-GPT-chat-gpt-prompts,2,contextlib.AbstractContextManager.__enter__
18727,Auto-GPT-chat-gpt-prompts,2,str.replace
18728,Auto-GPT-chat-gpt-prompts,2,str.__getitem__
18729,Auto-GPT-chat-gpt-prompts,2,autogpt.logs.Logger.debug
18730,Auto-GPT-chat-gpt-prompts,2,requests.models.Response.text
18731,Auto-GPT-chat-gpt-prompts,2,requests.sessions.Session.get
18732,Auto-GPT-chat-gpt-prompts,2,int.__ge__
18733,Auto-GPT-chat-gpt-prompts,2,typing.Mapping.get
18734,Auto-GPT-chat-gpt-prompts,2,autogpt.spinner.Spinner.__init__
18735,Auto-GPT-chat-gpt-prompts,2,autogpt.spinner.Spinner.__enter__
18736,Auto-GPT-chat-gpt-prompts,2,autogpt.agent.agent_manager.AgentManager.message_agent
18737,Auto-GPT-chat-gpt-prompts,2,object.__str__
18738,AcrearHub,2,datetime.datetime.utcnow
18739,AcrearHub,2,set.update
18740,AcrearHub,2,typing.MutableSequence.clear
18741,AcrearHub,2,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.name_to_nodeids
18742,AcrearHub,2,set.__sub__
18743,AcrearHub,2,float.__lt__
18744,AcrearHub,2,numpy._ArrayOrScalarCommon.tolist
18745,AcrearHub,2,float.__neg__
18746,AcrearHub,2,zip.__next__
18747,AcrearHub,2,matplotlib.text.Text.get_position
18748,AcrearHub,2,matplotlib.text.Text.set_position
18749,AcrearHub,2,zip.__new__
18750,AcrearHub,2,os.DirEntry.is_dir
18751,AcrearHub,2,os.DirEntry.path
18752,AcrearHub,2,collections.deque.__init__
18753,AcrearHub,2,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.all_ships_placed
18754,AcrearHub,2,argparse.ArgumentParser.__init__
18755,AcrearHub,2,argparse.ArgumentParser.parse_args
18756,AcrearHub,2,unittest.case.TestCase.assertRaises
18757,AcrearHub,2,unittest.case._AssertRaisesContext.__enter__
18758,AcrearHub,2,float.__abs__
18759,AcrearHub,2,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_from_settings
18760,AcrearHub,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.sanitize_for_serialization
18761,AcrearHub,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize
18762,AcrearHub,2,autogpts.forge.forge.sdk.workspace.LocalWorkspace.write
18763,AcrearHub,2,logging.handlers.QueueHandler.__init__
18764,AcrearHub,2,logging.Logger.__init__
18765,AcrearHub,2,logging.Formatter.format
18766,AcrearHub,2,autogpts.forge.forge.sdk.db.AgentDB.get_step
18767,AcrearHub,2,sqlalchemy.orm.query.Query.options
18768,AcrearHub,2,logging.Logger.warning
18769,AcrearHub,2,bytes.__add__
18770,AcrearHub,2,str.splitlines
18771,AcrearHub,2,bs4.element.Tag.find_all
18772,AcrearHub,2,itertools.islice.__init__
18773,AcrearHub,2,sqlalchemy.orm.query.Query.order_by
18774,AcrearHub,2,urllib.parse._NetlocResultMixinBase.hostname
18775,AcrearHub,2,PIL.Image.Image.__enter__
18776,AcrearHub,2,zipfile.ZipFile.__init__
18777,AcrearHub,2,zipfile.ZipFile.namelist
18778,AcrearHub,2,zipfile.ZipFile.__enter__
18779,AcrearHub,2,logging.FileHandler.__init__
18780,AcrearHub,2,list.__setitem__
18781,AcrearHub,2,autogpts.autogpt.autogpt.models.context_item.FolderContextItem.path
18782,AcrearHub,2,pathlib.PurePath.name
18783,AcrearHub,2,int.__neg__
18784,AcrearHub,2,autogpts.autogpt.autogpt.models.action_history.Action.format_call
18785,AcrearHub,2,logging.Logger.log
18786,AcrearHub,2,logging.Filter.__init__
18787,AcrearHub,2,logging.Filterer.addFilter
18788,AcrearHub,2,float.__pow__
18789,AcrearHub,2,autogpts.autogpt.autogpt.file_workspace.file_workspace.FileWorkspace.open_file
18790,AcrearHub,2,autogpts.autogpt.autogpt.file_workspace.file_workspace.FileWorkspace._sanitize_path
18791,AcrearHub,2,pathlib.Path.touch
18792,AcrearHub,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_dict
18793,AcrearHub,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.typescript_type
18794,AcrearHub,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.from_dict
18795,AcrearHub,2,str.upper
18796,AcrearHub,2,pathlib.Path.read_text
18797,AcrearHub,2,bool.__new__
18798,AcrearHub,2,PIL.Image.Image.save
18799,AcrearHub,2,requests.models.Response.text
18800,AcrearHub,2,typing.IO.flush
18801,AcrearHub,2,typing.IO.write
18802,AcrearHub,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered
18803,AcrearHub,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__
18804,AcrearHub,2,int.__floordiv__
18805,AcrearHub,2,autogpts.autogpt.autogpt.agents.utils.agent_file_manager.AgentFileManager.__init__
18806,AcrearHub,2,autogpts.autogpt.autogpt.agents.utils.exceptions.AgentException.__init__
18807,bary12,2,datetime.datetime.utcnow
18808,bary12,2,set.update
18809,bary12,2,typing.MutableSequence.clear
18810,bary12,2,benchmark.agbenchmark.utils.dependencies.main.DependencyManager.name_to_nodeids
18811,bary12,2,set.__sub__
18812,bary12,2,float.__lt__
18813,bary12,2,numpy._ArrayOrScalarCommon.tolist
18814,bary12,2,float.__neg__
18815,bary12,2,zip.__next__
18816,bary12,2,matplotlib.text.Text.get_position
18817,bary12,2,matplotlib.text.Text.set_position
18818,bary12,2,zip.__new__
18819,bary12,2,os.DirEntry.is_dir
18820,bary12,2,os.DirEntry.path
18821,bary12,2,collections.deque.__init__
18822,bary12,2,benchmark.agbenchmark.challenges.verticals.code.6_battleship.artifacts_out.battleship.Battleship.all_ships_placed
18823,bary12,2,argparse.ArgumentParser.__init__
18824,bary12,2,argparse.ArgumentParser.parse_args
18825,bary12,2,unittest.case.TestCase.assertRaises
18826,bary12,2,unittest.case._AssertRaisesContext.__enter__
18827,bary12,2,float.__abs__
18828,bary12,2,benchmark.agbenchmark.agent_protocol_client.configuration.Configuration.get_host_from_settings
18829,bary12,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient.sanitize_for_serialization
18830,bary12,2,benchmark.agbenchmark.agent_protocol_client.api_client.ApiClient._ApiClient__deserialize
18831,bary12,2,autogpts.forge.forge.sdk.workspace.LocalWorkspace.write
18832,bary12,2,logging.handlers.QueueHandler.__init__
18833,bary12,2,logging.Logger.__init__
18834,bary12,2,logging.Formatter.format
18835,bary12,2,autogpts.forge.forge.sdk.db.AgentDB.get_step
18836,bary12,2,sqlalchemy.orm.query.Query.options
18837,bary12,2,logging.Logger.warning
18838,bary12,2,bytes.__add__
18839,bary12,2,str.splitlines
18840,bary12,2,bs4.element.Tag.find_all
18841,bary12,2,itertools.islice.__init__
18842,bary12,2,sqlalchemy.orm.query.Query.order_by
18843,bary12,2,urllib.parse._NetlocResultMixinBase.hostname
18844,bary12,2,PIL.Image.Image.__enter__
18845,bary12,2,zipfile.ZipFile.__init__
18846,bary12,2,zipfile.ZipFile.namelist
18847,bary12,2,zipfile.ZipFile.__enter__
18848,bary12,2,logging.FileHandler.__init__
18849,bary12,2,list.__setitem__
18850,bary12,2,autogpts.autogpt.autogpt.models.context_item.FolderContextItem.path
18851,bary12,2,pathlib.PurePath.name
18852,bary12,2,int.__neg__
18853,bary12,2,autogpts.autogpt.autogpt.models.action_history.Action.format_call
18854,bary12,2,logging.Logger.log
18855,bary12,2,logging.Filter.__init__
18856,bary12,2,logging.Filterer.addFilter
18857,bary12,2,float.__pow__
18858,bary12,2,autogpts.autogpt.autogpt.file_workspace.file_workspace.FileWorkspace.open_file
18859,bary12,2,autogpts.autogpt.autogpt.file_workspace.file_workspace.FileWorkspace._sanitize_path
18860,bary12,2,pathlib.Path.touch
18861,bary12,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.to_dict
18862,bary12,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.typescript_type
18863,bary12,2,autogpts.autogpt.autogpt.core.utils.json_schema.JSONSchema.from_dict
18864,bary12,2,str.upper
18865,bary12,2,pathlib.Path.read_text
18866,bary12,2,bool.__new__
18867,bary12,2,PIL.Image.Image.save
18868,bary12,2,requests.models.Response.text
18869,bary12,2,typing.IO.flush
18870,bary12,2,typing.IO.write
18871,bary12,2,autogpts.autogpt.autogpt.agents.features.context.AgentContext.format_numbered
18872,bary12,2,autogpts.autogpt.autogpt.agents.features.context.ContextMixin.__init__
18873,bary12,2,int.__floordiv__
18874,bary12,2,autogpts.autogpt.autogpt.agents.utils.agent_file_manager.AgentFileManager.__init__
