
mdupont@mdupont-G470:~/experiments/ai-ticket$ sudo docker-compose up
Creating ai-ticket_jarvis_1 ... 
Creating ai-ticket_auto-gpt-aj_1 ... 
Creating ai-ticket_the_agency_4_1 ... 
Starting ai-ticket_act_base_1     ... 
Creating ai-ticket_scott-gpt_1    ... 
Creating ai-ticket_swarms_of_sparta_1 ... 
Creating ai-ticket_auto-gpt-chat-gpt-prompts_1 ... 
Creating ai-ticket_mason_boom_1                ... 
Creating ai-ticket_the_agency_2_1              ... 
Creating ai-ticket_mason_boom_testgpt_1        ... 
Creating ai-ticket_the_agency_3_1              ... 
Creating ai-ticket_mljar_1                     ... 
Creating ai-ticket_the_agency_1_1              ... 
Creating ai-ticket_mason_boom_pa_1             ... 
Creating ai-ticket_babyagi_1                   ... 
Creating ai-ticket_autogpt-turbo_1             ... 
Starting ai-ticket_poetry_base_1               ... 
Starting ai-ticket_ai_ticket_1                 ... 
ai-ticket_mockopenai_1 is up-to-date
Creating ai-ticket_basic_agent_1               ... 
Creating ai-ticket_arena_1                     ... 
Creating ai-ticket_autogpt_1                   ... 
Attaching to ai-ticket_act_base_1, ai-ticket_mason_boom_pa_1, ai-ticket_mason_boom_1, ai-ticket_poetry_base_1, ai-ticket_auto-gpt-chat-gpt-prompts_1, ai-ticket_mason_boom_testgpt_1, ai-ticket_the_agency_4_1, ai-ticket_babyagi_1, ai-ticket_the_agency_3_1, ai-ticket_scott-gpt_1, ai-ticket_autogpt-turbo_1, ai-ticket_the_agency_2_1, ai-ticket_auto-gpt-aj_1, ai-ticket_mljar_1, ai-ticket_swarms_of_sparta_1, ai-ticket_jarvis_1, ai-ticket_the_agency_1_1, ai-ticket_ai_ticket_1, ai-ticket_mockopenai_1, ai-ticket_basic_agent_1, ai-ticket_arena_1, ai-ticket_autogpt_1
ai-ticket_act_base_1 exited with code 0
auto-gpt-aj_1                | Warning: 文件 'auto-gpt.json' 不存在. 本地内存不会保存到文件中。.
mockopenai_1                 | DEBUG {"command": {"name": "execute_python_code", "args": {"code": "print(42)"}}, "thoughts": {"plan": " \n\nFirst, I will use the `web_search` command to search for relevant information and documentation related to making AutoGPT multi-platform. This will help me identify the best strategies and tools to use. \n\nNext, I will use the `execute_python_code` command to write custom code that will allow AutoGPT to be easily deployed to multiple platforms. This will improve its independence from external APIs. \n\nFinally, I will use the `ask_user` command to get feedback on the improvements I have made. This will ensure that I am meeting the goals of the user.\n\n{\n    \"thoughts\": {\n        \"text\": \"I will use the web_search command to search for relevant information and documentation related to making AutoGPT multi-platform, the execute_python_code command to write custom code that will allow AutoGPT to be easily deployed to multiple platforms, and the ask_user command to get feedback on the improvements I have made.\",\n        \"reasoning\": \"This will help me identify the best strategies and tools to use, improve AutoGPT's independence from external APIs, and ensure that I am meeting the goals of the user.\",\n        \"plan\":", "speak": "This is where you speak to the requesting user. Replace the command above and this text with your results", "criticism": "todo", "reasoning": "{\"ai-ticket_basic_agent_1\": \"{\\\"attrs\\\": {\\\"Id\\\": \\\"00931a80ccc3a892bff3ca7b00a5f1c9474c1c3db5dd4a5434128a1d59bf82d6\\\", \\\"Created\\\": \\\"2023-10-16T21:20:39.650422022Z\\\", \\\"Path\\\": \\\"python3\\\", \\\"Args\\\": [], \\\"State\\\": {\\\"Status\\\": \\\"exited\\\", \\\"Running\\\": false, \\\"Paused\\\": false, \\\"Restarting\\\": false, \\\"OOMKilled\\\": false, \\\"Dead\\\": false, \\\"Pid\\\": 0, \\\"ExitCode\\\": 0, \\\"Error\\\": \\\"\\\", \\\"StartedAt\\\": \\\"2023-10-16T21:20:43.12152897Z\\\", \\\"FinishedAt\\\": \\\"2023-10-16T21:20:43.14685133Z\\\"}, \\\"Image\\\": \\\"sha256:1b347a894063cb67fb9a3c2ba6e6c3f4a7907fcb2ed1482d652fa2ed28fc6737\\\", \\\"ResolvConfPath\\\": \\\"/mnt/data1/docker/containers/00931a80ccc3a892bff3ca7b00a5f1c9474c1c3db5dd4a5434128a1d59bf82d6/resolv.conf\\\", \\\"HostnamePath\\\": \\\"/mnt/data1/docker/containers/00931a80ccc3a892bff3ca7b00a5f1c9474c1c3db5dd4a5434128a1d59bf82d6/hostname\\\", \\\"HostsPath\\\": \\\"/mnt/data1/docker/containers/00931a80ccc3a892bff3ca7b00a5f1c9474c1c3db5dd4a5434128a1d59bf82d6/hosts\\\", \\\"LogPath\\\": \\\"/mnt/data1/docker/containers/00931a80ccc3a892bff3ca7b00a5f1c9474c1c3db5dd4a5434128a1d59bf82d6/00931a80ccc3a892bff3ca7b00a5f1c9474c1c3db5dd4a5434128a1d59bf82d6-json.log\\\", \\\"Name\\\": \\\"/ai-ticket_basic_agent_1\\\", \\\"RestartCount\\\": 0, \\\"Driver\\\": \\\"overlay2\\\", \\\"Platform\\\": \\\"linux\\\", \\\"MountLabel\\\": \\\"\\\", \\\"ProcessLabel\\\": \\\"\\\", \\\"AppArmorProfile\\\": \\\"docker-default\\\", \\\"ExecIDs\\\": null, \\\"HostConfig\\\": {\\\"Binds\\\": [], \\\"ContainerIDFile\\\": \\\"\\\", \\\"LogConfig\\\": {\\\"Type\\\": \\\"json-file\\\", \\\"Config\\\": {}}, \\\"NetworkMode\\\": \\\"ai-ticket_default\\\", \\\"PortBindings\\\": {}, \\\"RestartPolicy\\\": {\\\"Name\\\": \\\"\\\", \\\"MaximumRetryCount\\\": 0}, \\\"AutoRemove\\\": false, \\\"VolumeDriver\\\": \\\"\\\", \\\"VolumesFrom\\\": [], \\\"ConsoleSize\\\": [0, 0], \\\"CapAdd\\\": null, \\\"CapDrop\\\": null, \\\"CgroupnsMode\\\": \\\"private\\\", \\\"Dns\\\": null, \\\"DnsOptions\\\": null, \\\"DnsSearch\\\": null, \\\"ExtraHosts\\\": null, \\\"GroupAdd\\\": null, \\\"IpcMode\\\": \\\"private\\\", \\\"Cgroup\\\": \\\"\\\", \\\"Links\\\": null, \\\"OomScoreAdj\\\": 0, \\\"PidMode\\\": \\\"\\\", \\\"Privileged\\\": false, \\\"PublishAllPorts\\\": false, \\\"ReadonlyRootfs\\\": false, \\\"SecurityOpt\\\": null, \\\"UTSMode\\\": \\\"\\\", \\\"UsernsMode\\\": \\\"\\\", \\\"ShmSize\\\": 67108864, \\\"Runtime\\\": \\\"runc\\\", \\\"Isolation\\\": \\\"\\\", \\\"CpuShares\\\": 0, \\\"Memory\\\": 0, \\\"NanoCpus\\\": 0, \\\"CgroupParent\\\": \\\"\\\", \\\"BlkioWeight\\\": 0, \\\"BlkioWeightDevice\\\": null, \\\"BlkioDeviceReadBps\\\": null, \\\"BlkioDeviceWriteBps\\\": null, \\\"BlkioDeviceReadIOps\\\": null, \\\"BlkioDeviceWriteIOps\\\": null, \\\"CpuPeriod\\\": 0, \\\"CpuQuota\\\": 0, \\\"CpuRealtimePeriod\\\": 0, \\\"CpuRealtimeRuntime\\\": 0, \\\"CpusetCpus\\\": \\\"\\\", \\\"CpusetMems\\\": \\\"\\\", \\\"Devices\\\": null, \\\"DeviceCgroupRules\\\": null, \\\"DeviceRequests\\\": null, \\\"MemoryReservation\\\": 0, \\\"MemorySwap\\\": 0, \\\"MemorySwappiness\\\": null, \\\"OomKillDisable\\\": null, \\\"PidsLimit\\\": null, \\\"Ulimits\\\": null, \\\"CpuCount\\\": 0, \\\"CpuPercent\\\": 0, \\\"IOMaximumIOps\\\": 0, \\\"IOMaximumBandwidth\\\": 0, \\\"MaskedPaths\\\": [\\\"/proc/asound\\\", \\\"/proc/acpi\\\", \\\"/proc/kcore\\\", \\\"/proc/keys\\\", \\\"/proc/latency_stats\\\", \\\"/proc/timer_list\\\", \\\"/proc/timer_stats\\\", \\\"/proc/sched_debug\\\", \\\"/proc/scsi\\\", \\\"/sys/firmware\\\"], \\\"ReadonlyPaths\\\": [\\\"/proc/bus\\\", \\\"/proc/fs\\\", \\\"/proc/irq\\\", \\\"/proc/sys\\\", \\\"/proc/sysrq-trigger\\\"]}, \\\"GraphDriver\\\": {\\\"Data\\\": {\\\"LowerDir\\\": \\\"/mnt/data1/docker/overlay2/4d55d13ba82609a4249b88770aa5e28d880f9bd84535e2392ace938d4fd69795-init/diff:/mnt/data1/docker/overlay2/y7au6a0asag1akh57mxpyn05b/diff:/mnt/data1/docker/overlay2/v7mmd7ws9dcd0m6yohownu1rp/diff:/mnt/data1/docker/overlay2/lmqb4hqeeyrldg8eipxvzia2s/diff:/mnt/data1/docker/overlay2/rz587gm4enfqh9k5q9t7m6hw8/diff:/mnt/data1/docker/overlay2/qmrlqtrahnwff4yvjrnvon2pt/diff:/mnt/data1/docker/overlay2/lzr3ncoifb3btunp896ic2qeq/diff:/mnt/data1/docker/overlay2/k18nvmp1mam8tkt41pd67hsmo/diff:/mnt/data1/docker/overlay2/cspx0u3m4jgo741dw8sjya461/diff:/mnt/data1/docker/overlay2/64oekbzg483ghgebsks26k5it/diff:/mnt/data1/docker/overlay2/myg9o89urqretrf0ja6lml920/diff:/mnt/data1/docker/overlay2/jietlut68gd0tua0frv09jwme/diff:/mnt/data1/docker/overlay2/jrotskv4nddwbbexuoqpfpmyy/diff:/mnt/data1/docker/overlay2/hfvt0mrc180dygi41jeh3d80y/diff:/mnt/data1/docker/overlay2/cwgzsdwhepq8211cmxl3q0saz/diff:/mnt/data1/docker/overlay2/dekij4clyu135w3nzxp6c67ap/diff:/mnt/data1/docker/overlay2/odbnlh6610i63fxdxo29e838e/diff:/mnt/data1/docker/overlay2/umt053ml4fs0k0vsswufh0i17/diff:/mnt/data1/docker/overlay2/n\"}", "text": "This template will be executed."}}
autogpt_1                    | Processing /opt/ai-ticket
autogpt_1                    |   Installing build dependencies: started
auto-gpt-chat-gpt-prompts_1  | Using AI Settings File:  /tmp/ai_settings.yaml
auto-gpt-chat-gpt-prompts_1  | Name :  AutoGpt-Improvement-agent
auto-gpt-chat-gpt-prompts_1  | Role :  improve autogpt
auto-gpt-chat-gpt-prompts_1  | Goals:  ['improve independence from external apis', 'make multi platform']
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
auto-gpt-chat-gpt-prompts_1  | Using memory of type:  LocalCache
auto-gpt-chat-gpt-prompts_1  | Using Browser:  chrome
mockopenai_1                 | created comment IssueComment(user=NamedUser(login="jmikedupont2"), id=1765296800)
mockopenai_1                 | 172.18.0.13 - - [16/Oct/2023 21:20:53] "POST /v1/chat/completions HTTP/1.1" 200 -
2023-10-16 21:20:53,962 INFO  message='OpenAI API response' path=http://mockopenai:5000/v1/chat/completions processing_ms=None request_id=None response_code=200
2023-10-16 21:20:54,022 INFO  AUTOGPT-IMPROVEMENT-AGENT THOUGHTS: I encountered an issue with our application, and I need assistance. I've created a ticket for it. Here's the URL to the ticket: https://api.github.com/repos/jmikedupont2/ai-ticket/issues/comments/1765296800. My next action is to poll that URL for updates.
mljar_1                      | 2023-10-16 21:20:54,022 INFO  REASONING: todo
mljar_1                      | 2023-10-16 21:20:54,022 INFO  PLAN: 
mljar_1                      | 2023-10-16 21:20:54,022 INFO  -  Initiated a request for assistance.
mljar_1                      | 2023-10-16 21:20:54,022 INFO  CRITICISM: todo
mljar_1                      | 2023-10-16 21:20:54,022 INFO  SPEAK:  
mljar_1                      | 
mljar_1                      | First, I will use the `web_search` command to search for relevant information and documentation related to making AutoGPT multi-platform. This will help me identify the best strategies and tools to use. 
mljar_1                      | 
mljar_1                      | Next, I will use the `execute_python_code` command to write custom code that will allow AutoGPT to be easily deployed to multiple platforms. This will improve its independence from external APIs. 
mljar_1                      | 
mljar_1                      | Finally, I will use the `ask_user` command to get feedback on the improvements I have made. This will ensure that I am meeting the goals of the user.
mljar_1                      | 
mljar_1                      | {
mljar_1                      |     "thoughts": {
mljar_1                      |         "text": "I will use the web_search command to search for relevant information and documentation related to making AutoGPT multi-platform, the execute_python_code command to write custom code that will allow AutoGPT to be easily deployed to multiple platforms, and the ask_user command to get feedback on the improvements I have made.",
mljar_1                      |         "reasoning": "This will help me identify the best strategies and tools to use, improve AutoGPT's independence from external APIs, and ensure that I am meeting the goals of the user.",
mljar_1                      |         "plan":
mljar_1                      | 
mljar_1                      | 2023-10-16 21:20:54,022 INFO  NEXT ACTION: COMMAND = request_assistance  ARGUMENTS = {'ticket_url': 'https://api.github.com/repos/jmikedupont2/ai-ticket/issues/comments/1765296800', 'next_action': 'poll_url'}
mljar_1                      | 2023-10-16 21:20:54,022 INFO  Enter 'y' to authorise command, 'y -N' to run N continuous commands, 'n' to exit program, or enter feedback for AutoGpt-Improvement-agent...
mljar_1                      | 
mljar_1                      | Aborted!
the_agency_1_1               |   • Installing agbenchmark (0.0.10 /benchmark)
the_agency_1_1               |   • Installing asynctest (0.13.0)
the_agency_1_1               |   • Installing auto-gpt-plugin-template (0.0.2 7612a14)
the_agency_1_1               |   • Installing beautifulsoup4 (4.12.2)
the_agency_1_1               |   • Installing distro (1.8.0)
the_agency_1_1               |   • Installing docker (6.1.3)
the_agency_1_1               |   • Installing duckduckgo-search (3.8.5)
the_agency_1_1               |   • Installing en-core-web-sm (3.5.0 https://github.com/explosion/spacy-models/releases/download/en_core_web_sm-3.5.0/en_core_web_sm-3.5.0-py3-none-any.whl)
the_agency_1_1               |   • Installing flake8 (6.1.0)
the_agency_1_1               |   • Installing ftfy (6.1.1)
the_agency_1_1               |   • Installing google-api-python-client (2.103.0)
the_agency_1_1               |   • Installing gtts (2.4.0)
the_agency_1_1               |   • Installing inflection (0.5.1)
the_agency_1_1               |   • Installing jsonschema (4.19.1)
the_agency_1_1               |   • Installing markdown (3.5)
the_agency_1_1               |   • Installing mypy (1.6.0)
the_agency_1_1               |   • Installing openapi-python-client (0.15.0)
the_agency_1_1               |   • Installing orjson (3.9.9)
the_agency_1_1               |   • Installing pinecone-client (2.2.4)
the_agency_1_1               |   • Installing playsound (1.2.2)
the_agency_1_1               |   • Installing pre-commit (3.5.0)
the_agency_1_1               |   • Installing pylatexenc (2.10)
the_agency_1_1               |   • Installing pypdf2 (3.0.1)
the_agency_1_1               |   • Installing pytest-benchmark (4.0.0)
the_agency_1_1               |   • Installing pytest-cov (4.1.0)
the_agency_1_1               |   • Installing pytest-integration (0.2.3)
the_agency_1_1               |   • Installing pytest-mock (3.11.1)
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
the_agency_1_1               |   • Installing pytest-recording (0.13.0)
the_agency_1_1               |   • Installing pytest-xdist (3.3.1)
the_agency_1_1               |   • Installing python-docx (1.0.1)
the_agency_1_1               |   • Installing readability-lxml (0.8.1)
the_agency_1_1               |   • Installing redis (5.0.1)
the_agency_1_1               |   • Installing tiktoken (0.3.3)
the_agency_1_1               |   • Installing types-beautifulsoup4 (4.12.0.6)
the_agency_1_1               |   • Installing types-colorama (0.4.15.12)
the_agency_1_1               |   • Installing types-markdown (3.5.0.0)
the_agency_1_1               |   • Installing types-pillow (10.0.0.3)
the_agency_1_1               |   • Installing webdriver-manager (4.0.1)
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
autogpt_1                    |   Installing build dependencies: finished with status 'done'
autogpt_1                    |   Getting requirements to build wheel: started
autogpt_1                    |   Getting requirements to build wheel: finished with status 'done'
autogpt_1                    |   Preparing metadata (pyproject.toml): started
autogpt_1                    |   Preparing metadata (pyproject.toml): finished with status 'done'
autogpt_1                    | Requirement already satisfied: click==8.1.7 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from ai-ticket==0.0.1) (8.1.7)
autogpt_1                    | Requirement already satisfied: docker==6.1.3 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from ai-ticket==0.0.1) (6.1.3)
autogpt_1                    | Requirement already satisfied: packaging>=14.0 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from docker==6.1.3->ai-ticket==0.0.1) (23.2)
autogpt_1                    | Requirement already satisfied: requests>=2.26.0 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from docker==6.1.3->ai-ticket==0.0.1) (2.31.0)
autogpt_1                    | Requirement already satisfied: urllib3>=1.26.0 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from docker==6.1.3->ai-ticket==0.0.1) (2.0.6)
autogpt_1                    | Requirement already satisfied: websocket-client>=0.32.0 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from docker==6.1.3->ai-ticket==0.0.1) (1.6.4)
autogpt_1                    | Requirement already satisfied: charset-normalizer<4,>=2 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from requests>=2.26.0->docker==6.1.3->ai-ticket==0.0.1) (3.3.0)
autogpt_1                    | Requirement already satisfied: idna<4,>=2.5 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from requests>=2.26.0->docker==6.1.3->ai-ticket==0.0.1) (3.4)
autogpt_1                    | Requirement already satisfied: certifi>=2017.4.17 in /application_root/.cache/virtualenvs/agpt-9TtSrW0h-py3.11/lib/python3.11/site-packages (from requests>=2.26.0->docker==6.1.3->ai-ticket==0.0.1) (2023.7.22)
autogpt_1                    | Building wheels for collected packages: ai-ticket
autogpt_1                    |   Building wheel for ai-ticket (pyproject.toml): started
autogpt_1                    |   Building wheel for ai-ticket (pyproject.toml): finished with status 'done'
autogpt_1                    |   Created wheel for ai-ticket: filename=ai_ticket-0.0.1-py2.py3-none-any.whl size=4023 sha256=280c2fa782a7fc144d93fac8a4bed8281ae96a8650f476858f3894f6edd92120
autogpt_1                    |   Stored in directory: /tmp/pip-ephem-wheel-cache-fq__k_ee/wheels/26/f5/fb/02668600461e9b9779ab4bb937d27f484c2fa9e06e9ea5689a
autogpt_1                    | Successfully built ai-ticket
autogpt_1                    | Installing collected packages: ai-ticket
autogpt_1                    |   Attempting uninstall: ai-ticket
autogpt_1                    |     Found existing installation: ai-ticket 0.0.1
autogpt_1                    |     Uninstalling ai-ticket-0.0.1:
autogpt_1                    |       Successfully uninstalled ai-ticket-0.0.1
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
mockopenai_1                 | Retrying langchain.llms.openai.completion_with_retry.<locals>._completion_with_retry in 4.0 seconds as it raised RateLimitError: Rate limit reached for text-davinci-003 in organization org-ZjaIs4ZsUG8dzXEPqKUwjEt0 on requests per min. Limit: 3 / min. Please try again in 20s. Contact us through our help center at help.openai.com if you continue to have issues. Please add a payment method to your account to increase your rate limit. Visit https://platform.openai.com/account/billing to add a payment method..
